time,seconds_elapsed,z,y,x
1626807833618175700,0.04417578125,-0.01722133159637451,-0.05180274322628975,0.011773302219808102
1626807833718068200,0.144068115234375,-0.017558753490447998,-0.012001801282167435,0.02401185967028141
1626807833817961200,0.243961181640625,0.020236827433109283,-0.011025486513972282,0.004092745948582888
1626807833917854000,0.34385400390625,0.10784684121608734,-0.22551913559436798,-0.05493781715631485
1626807834017747200,0.443747314453125,0.49084270000457764,-0.3938932418823242,-0.05259742960333824
1626807834117640000,0.543639892578125,1.3293272256851196,-1.239396333694458,0.12417734414339066
1626807834217533200,0.643533203125,3.1884403228759766,-0.2755495607852936,-3.1596713066101074
1626807834317426200,0.74342626953125,-0.5755269527435303,2.2850842475891113,-5.370267391204834
1626807834417319200,0.843319091796875,-4.539720058441162,6.961730003356934,11.115337371826172
1626807834517211100,0.943211181640625,-4.491228103637695,1.390573501586914,2.88110613822937
1626807834617104100,1.043104248046875,3.4039063453674316,-2.5714526176452637,-0.8640490174293518
1626807834717001000,1.1430009765625,6.754486083984375,-7.716183185577393,-9.584101676940918
1626807834816893700,1.242893798828125,0.40813183784484863,-2.6805264949798584,-4.530180931091309
1626807834916787000,1.342786865234375,0.3138948082923889,6.07342529296875,0.15124890208244324
1626807835016679700,1.4426796875,-3.2232983112335205,4.6814188957214355,0.20793774724006653
1626807835116573000,1.542572998046875,-0.2659264802932739,-0.5076690912246704,6.464126110076904
1626807835216466000,1.6424658203125,6.177632808685303,4.357595443725586,11.49695873260498
1626807835316359000,1.74235888671875,1.3655563592910767,4.132687091827393,5.812544822692871
1626807835416252000,1.842251953125,-0.09519575536251068,1.0642726421356201,1.0114773511886597
1626807835516144600,1.94214453125,-6.4676008224487305,-2.5913426876068115,-13.095314979553223
1626807835616038000,2.042037841796875,-5.022945404052734,-4.274710178375244,-16.27852439880371
1626807835715927000,2.141927001953125,0.0009054747642949224,-2.3915598392486572,0.007794273551553488
1626807835815820000,2.241820068359375,-1.7635676860809326,4.546670913696289,0.8556829690933228
1626807835915713000,2.341713134765625,1.2552026510238647,10.984539985656738,18.841880798339844
1626807836015606300,2.441606201171875,-1.262046456336975,3.771298885345459,10.244841575622559
1626807836115499000,2.5414990234375,3.6860287189483643,0.29455360770225525,4.554486274719238
1626807836215392000,2.64139208984375,2.958465576171875,1.092885971069336,-2.622476816177368
1626807836315285000,2.741284912109375,1.149765968322754,0.05144348368048668,-8.549333572387695
1626807836415178000,2.841177978515625,2.63385272026062,-0.11137046664953232,-7.467867851257324
1626807836515071200,2.9410712890625,2.077770471572876,-1.7585138082504272,-9.487353324890137
1626807836614964000,3.0409638671875,2.548191547393799,0.3779241144657135,4.800351142883301
1626807836714857700,3.140857666015625,-0.45332834124565125,-1.167746901512146,5.373383045196533
1626807836814750700,3.240750732421875,-2.960312843322754,-1.4818917512893677,5.155465602874756
1626807836914643700,3.340643798828125,-1.0739487409591675,0.024219585582613945,12.604114532470703
1626807837014536700,3.44053662109375,-0.9136083126068115,-0.43744125962257385,6.842050552368164
1626807837114429700,3.5404296875,-0.620004415512085,-1.0123865604400635,9.040277481079102
1626807837214322700,3.64032275390625,-1.188300609588623,-3.9844706058502197,1.1607835292816162
1626807837314215700,3.740215576171875,-1.1386134624481201,-7.361682891845703,0.14222611486911774
1626807837414108700,3.840108642578125,-1.0947996377944946,-9.612373352050781,-4.468473434448242
1626807837514002700,3.940002685546875,3.4703378677368164,-10.187811851501465,-4.147932052612305
