time,seconds_elapsed,relativeAltitude,pressure
1626807833032533800,-0.54146630859375,0,995.5316162109375
1626807834033110800,0.45911083984375,0.050201416015625,995.5258941650391
1626807835033686000,1.45968603515625,0.0977630615234375,995.5201721191406
1626807836034264800,2.460264892578125,0.24310302734375,995.5030822753906
1626807837034842600,3.460842529296875,0.5126190185546875,995.47119140625
1626807838035413800,4.461413818359375,0.5126190185546875,995.47119140625
