time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1626807835835798000,2.261798095703125,-2.44432916747075,-0.46547399751501717,-0.6734432474508663,-0.7659136852322026,0.454407657038326,0.3511720711771079,-1.1107204673744993
1626807835935691000,2.36169091796875,-2.265137803352002,0.1897999803934241,-0.8837187340187109,0.3592832918166472,0.4275391260304636,0.015079617365209765,0.1360609731257555
1626807836035584000,2.461583984375,2.2711300356654682,0.6190667180893443,-0.5695296997294802,2.080080715918383,0.13630042665285108,-0.5232728331806753,0.8707261165538545
1626807836135477000,2.56147705078125,1.552793269231167,0.6217192178661539,-0.32567805959881024,2.7927066233071254,0.08767317445198157,-0.7069034155686875,0.6058512929354677
1626807836235370200,2.661370361328125,1.2707278595557123,0.542578204308928,-0.29948084360285493,3.014044566932433,0.14603387473074683,-0.7710993698660333,0.6691615513461585
1626807836335264000,2.761263916015625,0.33506841543792504,0.3829312182850843,-0.5006003422484179,-2.2514632003419237,0.42534827898250765,-0.6494935066638057,1.3514119553624244
1626807836435157000,2.861156982421875,-1.5025035632648711,0.07446748425545902,-0.6857786548389039,-0.617004475223744,0.5643577256348267,-0.45350019212207326,0.7839105583307501
1626807836535050200,2.96105029296875,-1.815854971897639,-0.28505035421314484,-0.7346235381670922,-0.6783578183439154,0.5902602524828067,-0.17512114697960288,-0.07929462474850449
1626807836634943000,3.06094287109375,-1.6867368851384925,-0.3427062039083828,-0.6620704721712518,-0.7169386920089981,0.6520565445967305,-0.1379759862210533,-0.26740338006896225
1626807836734836700,3.160836669921875,-1.248974405334492,-0.11765067228519972,-0.574502116818449,-0.6267660510502651,0.7547731773370148,-0.29397825200591077,0.16087615824688722
1626807836834729700,3.260729736328125,-1.1424674001738835,0.02452234443727398,-0.5740162484429887,-0.829243783197099,0.6684301246840608,-0.4723400406548019,0.612658740021284
1626807836934622700,3.360622802734375,0.5104620706168553,0.3928392896650411,-0.2946305536434748,-2.240542785032488,0.4785495210250482,-0.727915113423487,0.9355375577886261
1626807837034515700,3.460515625,1.2464623234696472,0.5914839081997845,-0.027398908728662824,-2.744849768859203,0.2585798494540229,-0.7632382906493724,0.35513338743255385
1626807837134408700,3.56040869140625,1.6235473143187427,0.672322456092494,0.2683961077517944,-2.7825359956960245,-0.029224101227901794,-0.6892692902031116,-0.4216762320062015
1626807837234301700,3.6603017578125,1.860258607079471,0.7252591023041579,0.2801046288112149,-2.975116792838878,-0.24624759686033929,-0.5787079057997208,-0.7496520783518388
1626807837334194700,3.760194580078125,2.0598523284128305,0.808703590609091,0.062480424430145294,2.776022096930799,-0.4268369177350361,-0.3998809506888324,-0.8335738512759567
1626807837434087700,3.860087646484375,2.3743746014264615,0.8098742239145337,-0.34477608501042667,2.0430933326845646,-0.4554998697349034,-0.13324055150229808,-0.7022263498777893
1626807837533981000,3.95998095703125,2.7974311684371544,0.6287002395318467,-0.7221726053781342,1.3470317144394943,-0.2769773084393096,0.08053828778441227,-0.48317888288427197
1626807837633873700,4.059873779296875,-2.5545597292579374,0.2546209564993444,-0.9167942547634701,0.6115613652076469,0.24103146072735188,0.1912073147874516,-0.22987130246040333
1626807837733766700,4.1597666015625,-1.6685681655920581,-0.012514287681147198,-0.7407096244733229,-0.02888822511970749,0.6716645622442012,-0.007700926676605107,-0.00540253238176303
1626807837833659600,4.25965966796875,-0.8265476902011748,-0.23167832625626109,-0.3349238369778161,-0.8392449182704947,0.8469611228835897,-0.34177179486676934,-0.16424752447819166
1626807837933553400,4.359553466796875,-0.6940437639615313,-0.3387008487054063,-0.1327887568400509,-1.6129427007649217,0.6798637365103893,-0.6367371220903758,-0.29572952875276115
1626807838033446700,4.45944677734375,-0.3106811431187989,-0.22713543935178418,0.011924518524884282,-1.573927039692482,0.7059630054989204,-0.6707335170856141,-0.34340452315128855
1626807838133339600,4.559339599609375,0.06699445072341158,-0.046355525117153906,0.08580057442880855,-1.4528773076252544,0.7419379530218679,-0.663338034894916,-0.18364594514453422
1626807838233232400,4.659232421875,0.5038472852494957,0.17236474265322382,0.18359169159452868,-1.2124646781651363,0.8007103899955612,-0.5435506987582951,0.07652035000822018
1626807838333125600,4.759125732421875,0.8526167605203557,0.4030139038004564,0.23905433032698387,-0.9584929066326531,0.8293380102916962,-0.30435368228513027,0.5503145525062216
1626807838433018600,4.8590185546875,1.0098394209274362,0.5876407629987423,0.2463912451643045,-0.5548445477674506,0.7677426669764879,0.06738691508104562,1.209730602464562
1626807838532911600,4.95891162109375,-1.7916094087873593,0.7484304923487962,0.06373929960860211,2.5354902567651103,0.5049640200667601,0.42520638441794006,0.9442640802120771
1626807838632804600,5.0588046875,-1.7396702053477753,0.7162055370183074,-0.2658252921356953,2.3460945065846044,0.2848379091247416,0.5790109982755633,0.10034173625002023
1626807838732697600,5.158697509765625,-1.7585435153720812,0.614413227900332,-0.45891238581383464,2.1375576647976886,0.1896332024841278,0.6131355160275098,-0.33601191978771755
1626807838832591600,5.258591552734375,-1.8961723210268944,0.43790741226112984,-0.6562469105468424,1.6882205619205761,0.15643852239044392,0.5942256043937827,-0.6982865940189333
1626807838932484400,5.358484375,-1.8267009023161338,0.2103900891700298,-0.7426935623231053,1.1107652314811078,0.3413820261459856,0.5362841459994986,-0.711463289550525
1626807839032377600,5.458377685546875,-1.3525554054212405,0.04328769561710287,-0.6308555965933877,0.6190523926010388,0.6919055960753822,0.34844533122397003,-0.3895102301182037
1626807839132270300,5.558270263671875,-0.7913481644414317,0.052554757808216536,-0.3818308041610454,0.2705310572711872,0.9143410425972666,0.12419269325756647,0.0012647525578805884
1626807839232163300,5.658163330078125,-0.31244774086540605,0.06016061738524496,-0.16001272954584345,-0.14656115456839985,0.9817440457367296,-0.0833977864664139,0.1453250598503865
1626807839332056600,5.758056640625,0.0661447269473648,0.09431719105647837,0.017035350963422534,-0.34411779234739065,0.9812042689039472,-0.16748836347743196,0.18035864739639793
1626807839431949300,5.85794921875,0.23944070076096435,0.17292120237302508,0.0884601251426159,-0.3599293514301696,0.9682623360290349,-0.15729324780144419,0.31207893349499805
1626807839531842600,5.957842529296875,0.06760467053277548,0.25705860618371307,0.0036700312593701545,-0.22635197421993694,0.9611418919665025,-0.10056662979858035,0.5159960099957889
1626807839631736600,6.057736572265625,-0.17649852809301292,0.27114211578321695,-0.0972358694916053,-0.09173396152652805,0.9551817768655182,-0.06822733774301706,0.5600733054264725
1626807839731633000,6.1576328125,-0.3766351707247625,0.2858751177720671,-0.16157747297239597,0.12945895997612294,0.944506112970746,0.008738039111396863,0.5671113601569371
1626807839831526100,6.257526123046875,-0.4865459738332168,0.2090828558647194,-0.21394599206841208,0.23032884509926033,0.9520330109768543,0.06437796721726109,0.37961267384651287
1626807839931419000,6.3574189453125,-0.5384392160750979,0.18247678630477301,-0.23939643743822803,0.2849900255101673,0.9488507403634477,0.09525701086917372,0.30540356446737077
1626807840031312000,6.457311767578125,-0.5702751318422812,0.17062065775346924,-0.25642211246999147,0.2939928740433567,0.9459906583659957,0.10118345296971437,0.2743483834910079
1626807840131204900,6.557204833984375,-0.5799214370109022,0.1849412672976603,-0.25749148150449064,0.3062985007696507,0.9428921721585584,0.10222095587895198,0.30062506442805575
1626807840231099000,6.657098876953125,-0.5887548014329483,0.20223649125207505,-0.2587563483313277,0.29891491329282194,0.9400385426633189,0.09204922241045747,0.33904175762911215
1626807840330991900,6.756991943359375,-0.5897092359263739,0.23684496472830263,-0.2531023535788016,0.2861723480821146,0.9350871792857773,0.07386171500768506,0.4175828949551847
1626807840430884900,6.856884765625,-0.629708566681166,0.2760798382065326,-0.2659292795739023,0.2622218381074143,0.9226040122889038,0.043166462664684144,0.5080406285844208
