time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,longitude,speed,bearing,horizontalAccuracy,verticalAccuracy
1626807825006795800,-8.567204345703125,194.37852096557617,-1,-1,48.41672462302493,15.654648497649331,-1,-1,65,29.108985900878906
1626807833651362800,0.07736279296875,194.37852096557617,-1,-1,48.41672462302493,15.654648497649331,-1,-1,65,29.108985900878906
1626807835824555000,2.250554931640625,194.39102935791016,-1,-1,48.41697003703792,15.654669809951946,-1,-1,65,19.540599822998047
