time,seconds_elapsed,z,y,x
1626807833638153700,0.06415380859375,-8.812291756403445,-4.205158903215826,0.9113380150824785
1626807833738047200,0.164047119140625,-8.80730461564064,-4.215544688151777,0.9115663439456373
1626807833837940200,0.263940185546875,-8.798544970601796,-4.234692748475075,0.9073942458927631
1626807833937833000,0.3638330078125,-8.829985234004258,-4.200041414071619,0.7492625892277807
1626807834037726200,0.463726318359375,-8.842038659891486,-4.228155747921765,0.33381811311244963
1626807834137618200,0.5636181640625,-8.736682096406817,-4.380421069836617,-0.8078850201968103
1626807834237511200,0.66351123046875,-9.236555864116548,-1.8680143244080245,-2.7142116126686333
1626807834337404000,0.76340380859375,-8.7630487098068,3.6884392146453258,-2.403076456007361
1626807834437297200,0.863297119140625,-9.071583913102746,-3.2338445583373305,1.849054626263678
1626807834537190100,0.963190185546875,-3.436502389144897,-6.05237345457077,6.908662367126345
1626807834637083100,1.063083251953125,-5.604280727502704,-6.073197046890854,5.280028315114975
1626807834736980000,1.16297998046875,-8.78781431775093,-2.380859363502264,-3.6436534397184848
1626807834836872700,1.262872802734375,-5.735066331276297,5.040991010937095,-6.153681619447469
1626807834936766000,1.362765869140625,-7.590904041808844,5.65680527998805,-2.55912392680943
1626807835036658700,1.46265869140625,-8.372282382547855,5.106379136648774,-0.012796914898022078
1626807835136552000,1.562552001953125,-9.780404382631183,0.7145263530198485,0.05939503190987743
1626807835236445000,1.66244482421875,-6.17779490096271,-7.481741656300425,1.4243483277410267
1626807835336338000,1.762337890625,0.7724505725916475,-9.75916402620375,0.576560628483817
1626807835436231000,1.86223095703125,3.6442426377832886,-9.057106474938989,-0.9266676130961626
1626807835536123000,1.962122802734375,-4.770993335828185,-8.083610402107238,2.8395877586141225
1626807835636015900,2.062015869140625,-7.637104651969671,6.151810564878582,0.015487563912727636
1626807835735905300,2.1619052734375,-2.2903223296172914,9.008404695612192,-3.12625336766839
1626807835835798000,2.261798095703125,-3.13836612252742,8.786942795613408,-3.018389497537911
1626807835935691000,2.36169091796875,-9.095639911472796,-1.3301893039666115,3.4161844082593915
1626807836035584000,2.461583984375,3.080426851516962,-7.5000962281584735,5.516330056849122
1626807836135477000,2.56147705078125,7.575582554036378,-5.584515119802951,2.755743938757479
1626807836235370200,2.661370361328125,7.629286087173223,-6.083344931417703,0.9784124133806675
1626807836335264000,2.761263916015625,1.3430821032874285,-9.571600304153561,-1.658607457731664
1626807836435157000,2.861156982421875,-5.664167333188653,-6.924025355952978,-4.018139955566824
1626807836535050200,2.96105029296875,-7.611507269376516,0.7767999999728054,-6.134485920590162
1626807836634943000,3.06094287109375,-7.129730299371481,2.5911913821995256,-6.214744867697358
1626807836734836700,3.160836669921875,-7.840124301826953,-1.5708597623042762,-5.677608414041996
1626807836834729700,3.260729736328125,-5.419028205004334,-5.639262024512886,-5.916353457275033
1626807836934622700,3.360622802734375,3.6124388017654416,-7.893550771588087,-4.562072645233571
1626807837034515700,3.460515625,8.480514209207891,-3.4099235942989585,-3.552989126192033
1626807837134408700,3.56040869140625,8.377029284814,4.013768024092912,-3.1441189869657156
1626807837234301700,3.6603017578125,7.078510399743914,6.682095837464928,-1.189409398792684
1626807837334194700,3.760194580078125,6.156738084408641,7.260241177856922,2.3566519739627836
1626807837434087700,3.860087646484375,3.4058357404634356,6.334300636926293,6.666880732676386
1626807837533981000,3.95998095703125,-1.9269987205572425,4.556135071878135,8.467509181684255
1626807837633873700,4.059873779296875,-7.818017099437117,2.234466879143566,5.482348876792192
1626807837733766700,4.1597666015625,-9.80241513890922,0.052980488692456855,-0.2832531702622771
1626807837833659600,4.25965966796875,-6.462919418054819,1.6034855822294949,-7.199297172072529
1626807837933553400,4.359553466796875,0.3952556015022099,2.858028255189955,-9.372610348203779
1626807838033446700,4.45944677734375,0.028909194571862463,3.3018478349834677,-9.234031314074993
1626807838133339600,4.559339599609375,-1.1343120001446456,1.7908454522706567,-9.574788286539912
1626807838233232400,4.659232421875,-3.4292487647548318,-0.7496762115299701,-9.156889622205496
1626807838333125600,4.759125732421875,-4.804250877785682,-5.1284401618093245,-6.840222452628612
1626807838433018600,4.8590185546875,-2.9446885937720535,-9.174325910174845,-1.8250906900912522
1626807838532911600,4.95891162109375,4.725798687839508,-7.9440300819814205,3.275607186050713
1626807838632804600,5.0588046875,6.8294315940231085,-0.9823658271815627,6.968797979137301
1626807838732697600,5.158697509765625,4.970770642763376,3.2334944297254085,7.810657384324073
1626807838832591600,5.258591552734375,0.8799893754862248,6.304756562533974,7.459627439647913
1626807838932484400,5.358484375,-3.297688669477403,6.40318128092885,6.655442808338999
1626807839032377600,5.458377685546875,-7.388565944474935,3.723931968308985,5.264201215907931
1626807839132270300,5.558270263671875,-9.4499659750849,-0.012402982535347109,2.620758545206487
1626807839232163300,5.658163330078125,-9.599249358579517,-1.4201409391790627,-1.4170377124667166
1626807839332056600,5.758056640625,-9.081976127779484,-1.759140546582639,-3.254768688422441
1626807839431949300,5.85794921875,-8.73492210099697,-3.0110122467681766,-3.2871450636312365
1626807839531842600,5.957842529296875,-8.31225841421783,-4.838615211941302,-1.9143014438085257
1626807839631736600,6.057736572265625,-8.273419272735714,-5.209766445887088,-0.7610895859479904
1626807839731633000,6.1576328125,-8.202263669538498,-5.268111082828044,1.067828699607402
1626807839831526100,6.257526123046875,-8.86795402239263,-3.6339594364389773,2.0794488975197076
1626807839931419000,6.3574189453125,-8.97560132716298,-2.948644930182397,2.629535141380131
1626807840031312000,6.457311767578125,-9.034876522952318,-2.656815070232749,2.7354572297930715
1626807840131204900,6.557204833984375,-8.930869035989046,-2.903918776488304,2.824396326962113
1626807840231099000,6.657098876953125,-8.838289536491036,-3.2615304376423357,2.7234987887129187
1626807840330991900,6.756991943359375,-8.59942992696762,-3.9771088569983837,2.5303739254042505
1626807840430884900,6.856884765625,-8.275176345536112,-4.770604628771543,2.221074167476594
